State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
OK,100.0,415.0,No,No,0.0,203.1,96.0,34.53,217.0,126.0,,180.9,122.0,8.14,13.5,2.0,3.65,3.0,False
NV,53.0,415.0,No,No,0.0,168.8,97.0,28.7,220.3,87.0,18.73,154.3,113.0,6.94,10.9,2.0,2.94,,False
ID,92.0,415.0,Yes,No,0.0,173.1,140.0,29.43,240.3,105.0,20.43,233.2,117.0,10.49,9.0,5.0,2.43,1.0,False
SD,110.0,408.0,No,Yes,40.0,202.6,103.0,34.44,118.8,128.0,,234.9,98.0,10.57,9.0,9.0,,2.0,False
IL,110.0,408.0,No,No,0.0,74.5,117.0,33.88,200.8,98.0,17.07,192.2,101.0,8.65,9.8,7.0,2.65,3.0,False
AL,73.0,415.0,No,No,0.0,192.2,86.0,32.67,168.6,116.0,14.33,139.8,87.0,,9.4,6.0,2.54,1.0,False
NJ,138.0,510.0,No,No,0.0,220.2,89.0,37.43,88.3,125.0,7.51,195.3,79.0,8.79,12.9,5.0,3.48,0.0,False
NV,86.0,415.0,Yes,No,0.0,135.1,95.0,22.97,134.1,102.0,11.4,223.1,,10.04,12.3,2.0,3.32,2.0,True
IN,50.0,415.0,No,No,0.0,253.4,77.0,43.08,182.4,151.0,15.5,275.8,103.0,12.41,8.4,2.0,2.27,1.0,False
WV,,408.0,No,No,0.0,225.0,81.0,38.25,176.9,63.0,15.04,194.3,110.0,8.74,7.1,2.0,1.92,3.0,False
VA,108.0,408.0,No,No,0.0,198.5,99.0,33.75,267.8,60.0,22.76,354.9,75.0,15.97,9.4,3.0,2.54,0.0,True
SC,22.0,408.0,No,No,0.0,110.3,107.0,18.75,166.5,93.0,14.15,202.3,96.0,9.1,9.5,5.0,2.57,0.0,False
RI,107.0,415.0,No,Yes,37.0,60.0,102.0,28.48,102.2,80.0,8.69,261.8,106.0,11.78,11.1,3.0,3.0,0.0,False
IN,51.0,510.0,No,No,0.0,214.8,94.0,36.52,149.7,58.0,,,66.0,12.75,10.2,5.0,2.75,0.0,False
OR,33.0,415.0,No,Yes,29.0,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79.0,12.56,13.9,3.0,3.75,4.0,True
NJ,106.0,415.0,No,No,0.0,207.9,91.0,35.34,172.0,109.0,14.62,191.8,143.0,8.63,14.4,7.0,3.89,4.0,False
MS,82.0,408.0,No,No,0.0,207.0,90.0,35.19,232.9,83.0,19.8,172.4,108.0,7.76,9.1,8.0,2.46,3.0,False
TX,97.0,415.0,Yes,No,0.0,143.7,117.0,24.43,273.0,82.0,23.21,178.3,81.0,8.02,10.9,3.0,2.94,0.0,False
DC,108.0,510.0,No,No,0.0,138.6,122.0,23.56,172.3,117.0,14.65,231.6,92.0,10.42,9.8,3.0,,1.0,False
TX,114.0,415.0,No,No,,84.7,118.0,14.4,249.9,86.0,,193.4,95.0,8.7,14.5,8.0,3.92,1.0,False
UT,59.0,510.0,No,No,0.0,155.2,79.0,26.38,235.3,123.0,20.0,169.4,80.0,7.62,8.7,4.0,2.35,1.0,
MN,24.0,510.0,No,Yes,25.0,164.9,110.0,28.03,209.3,105.0,17.79,231.2,55.0,7.61,6.7,9.0,1.81,1.0,False
IL,151.0,408.0,No,No,0.0,134.5,88.0,22.87,143.1,112.0,12.16,223.9,61.0,10.08,15.4,1.0,4.16,1.0,False
NM,117.0,415.0,No,No,0.0,161.0,103.0,24.36,211.3,108.0,17.96,185.2,96.0,8.33,11.5,3.0,3.11,1.0,False
WV,114.0,510.0,No,Yes,30.0,209.5,79.0,35.05,260.0,82.0,22.1,291.6,72.0,13.12,11.4,6.0,3.08,1.0,False
RI,114.0,510.0,No,Yes,28.0,225.8,89.0,38.39,193.0,82.0,16.41,232.4,100.0,10.46,8.4,9.0,2.27,4.0,False
NH,119.0,408.0,No,No,0.0,98.8,89.0,23.51,170.5,78.0,14.49,263.9,98.0,11.88,13.5,6.0,,3.0,False
MA,118.0,408.0,Yes,No,17.0,160.0,123.0,27.2,175.4,96.0,14.91,184.8,99.0,8.32,9.9,3.0,2.67,2.0,False
PA,101.0,415.0,No,No,0.0,206.6,105.0,35.12,224.9,,19.12,249.9,100.0,11.25,14.6,3.0,3.94,0.0,False
OK,117.0,415.0,No,No,0.0,134.7,121.0,22.9,167.2,83.0,15.3,200.9,104.0,9.04,7.7,3.0,2.08,1.0,False
AL,49.0,415.0,No,Yes,28.0,214.4,78.0,36.45,235.2,100.0,19.99,206.2,107.0,,8.0,13.0,2.16,3.0,False
WY,139.0,415.0,No,No,0.0,192.8,104.0,32.78,234.4,96.0,19.92,203.2,101.0,9.14,13.0,3.0,3.51,3.0,False
PA,92.0,408.0,No,Yes,28.0,151.1,90.0,25.69,194.8,79.0,16.56,239.2,114.0,10.76,10.0,3.0,2.7,1.0,
HI,148.0,510.0,Yes,No,0.0,218.9,88.0,37.21,208.0,136.0,17.68,203.3,99.0,9.15,11.1,4.0,3.0,0.0,
AL,131.0,415.0,No,Yes,25.0,192.7,85.0,32.76,225.9,105.0,19.2,254.2,59.0,11.44,10.9,6.0,2.94,2.0,
VT,146.0,510.0,Yes,No,0.0,,135.0,34.75,219.1,102.0,18.62,222.7,114.0,10.02,10.5,6.0,2.84,3.0,False
AK,48.0,415.0,No,Yes,0.0,211.7,115.0,35.99,159.9,84.0,,144.1,80.0,6.48,12.2,1.0,3.29,1.0,False
MI,86.0,415.0,No,Yes,0.0,221.6,74.0,,288.4,100.0,24.51,240.3,105.0,10.81,9.0,2.0,2.43,1.0,False
DE,71.0,415.0,No,No,0.0,197.9,108.0,33.64,205.4,109.0,15.43,281.4,56.0,12.66,6.7,5.0,1.81,3.0,False
MI,137.0,510.0,No,No,0.0,206.4,122.0,35.09,128.0,102.0,10.88,194.5,84.0,8.75,8.8,5.0,2.38,2.0,False
KS,137.0,408.0,No,No,0.0,205.9,88.0,35.0,209.3,86.0,17.79,289.9,84.0,13.05,14.5,4.0,3.92,2.0,False
AL,,510.0,No,No,0.0,207.6,88.0,35.29,132.4,63.0,,255.2,98.0,11.48,,5.0,3.81,0.0,False
NE,132.0,510.0,No,No,0.0,99.5,110.0,16.92,129.1,80.0,,125.1,124.0,5.63,9.7,3.0,2.62,0.0,False
WI,94.0,510.0,No,No,0.0,177.1,112.0,30.11,194.0,112.0,16.49,146.7,108.0,6.6,5.9,4.0,1.59,1.0,False
WI,96.0,510.0,No,Yes,18.0,172.7,86.0,,133.4,,11.34,259.5,70.0,11.68,9.8,3.0,2.65,1.0,False
IN,,510.0,No,No,,204.2,115.0,34.71,179.9,,15.29,216.8,109.0,9.76,9.5,5.0,2.57,1.0,False
DC,74.0,415.0,No,No,0.0,85.7,83.0,14.57,247.7,67.0,21.05,,85.0,6.41,10.1,5.0,2.73,2.0,False
AR,36.0,415.0,No,No,0.0,157.6,117.0,12.67,184.3,89.0,15.67,240.4,99.0,10.82,11.9,1.0,3.21,0.0,False
ME,113.0,415.0,No,No,0.0,215.5,129.0,36.64,218.7,116.0,20.44,207.1,91.0,7.07,,9.0,1.78,4.0,False
MD,67.0,415.0,No,No,0.0,171.7,80.0,29.19,110.4,81.0,9.38,195.4,111.0,8.79,11.9,4.0,2.51,,False
IA,158.0,415.0,No,No,0.0,158.0,106.0,26.86,292.5,,,,89.0,10.85,9.1,4.0,2.46,1.0,False
AZ,146.0,510.0,No,No,0.0,223.2,117.0,15.64,253.6,77.0,21.56,214.1,90.0,9.63,9.9,10.0,2.78,1.0,False
MO,196.0,415.0,No,No,0.0,234.0,109.0,39.78,213.9,114.0,21.21,173.1,,7.79,9.1,5.0,2.46,2.0,False
VT,113.0,415.0,No,No,0.0,272.1,111.0,46.26,268.5,118.0,16.66,213.8,105.0,9.62,8.5,10.0,2.3,1.0,True
RI,112.0,510.0,No,No,0.0,194.4,101.0,33.05,190.3,82.0,16.18,,107.0,8.25,11.4,2.0,3.08,0.0,False
SD,209.0,415.0,No,No,0.0,227.2,128.0,38.62,258.4,92.0,21.96,183.5,74.0,8.26,8.9,4.0,2.4,3.0,False
MN,62.0,415.0,No,No,0.0,248.7,109.0,42.28,220.0,118.0,18.7,265.7,78.0,11.96,13.2,2.0,3.56,1.0,True
TX,110.0,415.0,No,Yes,33.0,236.3,102.0,40.17,195.9,112.0,16.65,183.5,82.0,,9.7,6.0,2.62,1.0,False
VA,147.0,510.0,No,No,0.0,205.6,69.0,34.95,169.5,93.0,14.41,220.1,64.0,9.9,,3.0,2.94,0.0,False
MA,73.0,408.0,No,No,0.0,94.1,136.0,16.0,280.3,122.0,23.83,205.0,77.0,9.23,,4.0,2.65,0.0,False
ID,128.0,408.0,No,No,0.0,125.2,99.0,21.28,205.4,107.0,17.46,254.4,111.0,11.45,18.9,2.0,5.1,,
MA,39.0,408.0,No,No,0.0,60.4,158.0,10.27,269.8,120.0,26.03,123.9,46.0,5.58,12.4,3.0,3.35,1.0,False
GA,103.0,415.0,No,Yes,28.0,121.0,105.0,20.57,270.4,100.0,22.98,160.5,76.0,7.22,7.7,4.0,2.08,2.0,False
RI,119.0,415.0,No,Yes,29.0,117.8,66.0,20.03,256.8,114.0,21.83,,76.0,6.64,7.6,3.0,2.05,3.0,False
ID,173.0,510.0,No,Yes,21.0,232.4,96.0,39.51,211.9,118.0,,273.0,102.0,12.29,5.0,5.0,1.35,3.0,False
SD,128.0,510.0,Yes,Yes,32.0,,81.0,,188.8,74.0,16.05,154.9,101.0,6.97,9.4,2.0,2.54,2.0,True
MA,86.0,510.0,No,No,0.0,176.3,79.0,29.97,259.2,97.0,22.03,287.4,78.0,,6.2,3.0,1.67,0.0,False
WY,114.0,415.0,No,Yes,32.0,125.2,79.0,21.28,177.8,,15.11,232.4,89.0,10.46,12.9,3.0,3.48,1.0,
VA,104.0,408.0,No,No,0.0,138.7,107.0,23.58,256.9,113.0,21.84,234.9,74.0,9.79,10.0,3.0,2.7,0.0,False
OR,148.0,415.0,No,No,0.0,86.3,134.0,14.67,246.6,92.0,17.23,251.6,91.0,,,4.0,3.05,1.0,False
VA,129.0,408.0,No,No,0.0,241.8,91.0,35.19,154.9,121.0,13.17,245.1,112.0,11.03,13.4,5.0,3.62,3.0,False
ME,100.0,510.0,No,Yes,30.0,58.8,104.0,10.0,219.5,107.0,18.66,152.3,118.0,6.85,7.1,3.0,1.92,0.0,False
GA,143.0,408.0,No,Yes,33.0,272.6,109.0,40.66,235.5,112.0,20.02,156.3,95.0,7.03,9.5,4.0,,1.0,False
IA,76.0,510.0,No,No,0.0,198.3,130.0,33.71,217.1,86.0,18.45,188.4,96.0,8.48,12.5,3.0,3.38,0.0,False
AZ,158.0,510.0,No,No,0.0,205.2,97.0,34.88,240.6,77.0,20.45,79.7,108.0,9.3,14.4,12.0,3.89,0.0,False
FL,116.0,510.0,No,No,0.0,192.1,98.0,32.66,312.9,135.0,26.6,130.2,94.0,5.86,,2.0,2.13,3.0,False
MT,54.0,415.0,No,No,0.0,272.6,105.0,46.34,248.7,74.0,21.14,197.4,111.0,8.88,9.5,2.0,2.57,,True
AL,86.0,415.0,No,No,0.0,128.3,121.0,21.81,197.1,93.0,16.75,138.4,152.0,6.23,12.2,5.0,3.29,7.0,True
DE,108.0,510.0,No,No,0.0,169.6,99.0,28.83,264.1,87.0,22.45,206.3,78.0,9.28,9.3,4.0,,,False
MT,66.0,510.0,No,No,0.0,201.3,95.0,34.22,152.8,66.0,12.99,233.2,101.0,10.49,,4.0,2.03,1.0,False
KY,151.0,408.0,No,Yes,17.0,214.7,97.0,36.5,138.5,90.0,11.77,,44.0,7.61,8.6,4.0,2.32,1.0,False
SC,99.0,510.0,No,No,0.0,169.2,70.0,28.76,271.5,77.0,23.08,170.2,104.0,7.66,10.6,2.0,2.86,0.0,False
WA,55.0,415.0,No,No,0.0,194.1,121.0,33.0,176.6,110.0,15.01,302.8,136.0,13.63,7.0,7.0,1.89,2.0,False
AK,78.0,408.0,No,No,0.0,225.1,67.0,38.27,199.2,127.0,16.93,175.5,102.0,7.9,14.6,2.0,3.94,0.0,False
GA,89.0,415.0,No,No,0.0,213.0,63.0,36.21,,71.0,15.01,262.6,126.0,11.82,,1.0,2.46,1.0,True
MN,101.0,415.0,No,No,0.0,183.9,115.0,31.26,255.9,101.0,21.75,275.0,145.0,,10.8,11.0,2.92,1.0,False
IL,44.0,415.0,No,Yes,34.0,221.8,105.0,37.71,161.7,85.0,13.74,227.7,62.0,10.25,14.0,7.0,3.78,0.0,True
IN,98.0,408.0,No,Yes,21.0,64.6,98.0,10.98,176.1,86.0,14.97,244.8,84.0,11.02,0.0,0.0,0.0,2.0,False
SC,,510.0,No,Yes,37.0,154.6,92.0,26.28,83.4,103.0,7.09,165.9,99.0,7.47,13.3,3.0,3.59,1.0,False
VA,,415.0,No,No,0.0,260.2,131.0,44.23,179.2,120.0,15.23,135.0,119.0,6.08,7.2,8.0,,3.0,False
WI,81.0,415.0,No,Yes,33.0,161.6,117.0,27.47,123.0,90.0,10.46,261.3,101.0,11.76,12.2,5.0,3.29,1.0,False
VT,162.0,510.0,No,No,28.0,220.6,117.0,37.5,155.2,121.0,13.19,186.7,89.0,8.4,10.5,11.0,2.84,1.0,False
AZ,83.0,415.0,No,Yes,0.0,155.9,122.0,26.5,162.3,107.0,13.8,127.6,105.0,5.74,13.1,5.0,,3.0,False
FL,100.0,510.0,No,No,0.0,107.0,63.0,18.19,105.7,67.0,8.98,243.1,,,12.8,3.0,3.46,4.0,True
AK,59.0,510.0,No,No,0.0,182.5,104.0,31.03,221.0,95.0,17.4,229.9,124.0,10.35,11.3,8.0,3.05,4.0,False
AR,179.0,415.0,Yes,Yes,38.0,220.1,78.0,37.42,234.3,71.0,19.92,237.3,85.0,10.68,10.1,4.0,2.73,4.0,False
AR,52.0,408.0,No,No,0.0,152.2,112.0,25.87,177.2,132.0,15.06,96.4,87.0,4.34,5.3,3.0,1.43,,False
AK,117.0,415.0,No,No,0.0,181.5,95.0,30.86,205.1,88.0,17.43,204.0,82.0,9.18,14.7,9.0,3.97,2.0,True
ME,31.0,415.0,No,No,0.0,166.1,105.0,28.24,79.3,93.0,6.74,213.7,98.0,9.62,12.7,2.0,3.43,1.0,False
NM,122.0,408.0,No,Yes,23.0,134.2,85.0,22.81,227.3,132.0,19.32,122.4,96.0,5.51,8.5,2.0,2.3,2.0,False
NE,37.0,408.0,Yes,Yes,39.0,149.7,122.0,25.45,211.1,75.0,17.94,114.3,90.0,5.14,9.2,4.0,2.48,1.0,False
SC,90.0,408.0,No,Yes,38.0,150.1,109.0,25.52,264.7,,22.5,178.4,97.0,8.03,5.8,4.0,1.57,1.0,False
CO,159.0,408.0,Yes,No,0.0,257.1,117.0,43.71,312.2,127.0,26.54,183.0,82.0,,8.8,6.0,2.38,1.0,True
OH,39.0,415.0,No,Yes,36.0,141.7,121.0,24.09,232.3,113.0,19.75,,131.0,,12.0,5.0,3.24,1.0,False
OK,194.0,408.0,No,No,0.0,162.3,88.0,27.59,213.7,118.0,18.16,192.1,81.0,8.64,10.9,2.0,2.94,0.0,False
CO,154.0,415.0,No,No,0.0,202.1,75.0,59.64,216.5,94.0,18.4,300.0,100.0,11.43,,9.0,,1.0,True
NC,112.0,415.0,No,No,0.0,193.3,96.0,32.86,264.1,123.0,22.45,,115.0,5.79,9.1,3.0,2.46,4.0,False
MD,45.0,415.0,No,No,0.0,78.2,127.0,13.29,253.4,108.0,21.54,,100.0,11.48,18.0,3.0,,1.0,False
KS,132.0,415.0,No,No,0.0,83.4,110.0,14.18,232.2,137.0,19.74,146.7,114.0,6.6,7.6,5.0,2.05,1.0,False
MA,128.0,415.0,No,No,0.0,195.6,99.0,33.25,267.8,120.0,22.76,164.9,76.0,7.42,16.0,3.0,,0.0,False
NM,56.0,408.0,No,No,0.0,197.0,110.0,33.49,248.6,102.0,18.94,225.3,91.0,10.14,10.6,6.0,2.86,2.0,False
CA,151.0,415.0,Yes,No,0.0,218.0,57.0,37.06,114.4,88.0,9.72,269.2,95.0,12.11,12.4,1.0,3.35,0.0,True
NY,32.0,415.0,No,No,0.0,164.8,98.0,28.02,229.9,96.0,19.54,167.3,108.0,7.53,14.8,2.0,,2.0,
AZ,90.0,415.0,No,No,0.0,179.2,77.0,30.46,210.7,99.0,17.91,276.9,58.0,12.46,9.2,6.0,2.48,2.0,False
DC,138.0,415.0,No,No,34.0,170.5,87.0,28.99,118.2,116.0,10.05,187.9,111.0,8.46,11.2,7.0,3.02,2.0,False
ND,79.0,408.0,No,No,0.0,205.7,123.0,34.97,214.5,108.0,18.23,226.1,106.0,10.17,6.7,18.0,,1.0,False
MO,95.0,415.0,Yes,No,0.0,161.0,84.0,28.14,286.2,112.0,12.95,198.9,89.0,8.95,11.5,2.0,3.11,1.0,True
KS,127.0,415.0,No,No,0.0,221.0,100.0,37.57,160.7,113.0,13.66,233.1,96.0,10.49,6.8,4.0,1.84,2.0,False
SD,137.0,510.0,No,No,0.0,242.1,118.0,41.16,191.0,93.0,16.24,218.6,50.0,9.84,14.7,2.0,,3.0,False
OK,97.0,415.0,No,No,0.0,151.6,107.0,25.77,155.4,96.0,13.21,,112.0,10.8,14.7,4.0,3.97,1.0,False
OR,149.0,415.0,Yes,No,0.0,176.2,87.0,29.95,145.0,,12.33,249.5,92.0,11.23,5.7,4.0,1.54,0.0,
IN,,415.0,Yes,Yes,,196.0,82.0,33.32,322.7,92.0,27.43,225.6,120.0,10.15,3.7,5.0,1.0,1.0,True
OH,84.0,408.0,No,No,0.0,159.5,125.0,27.12,247.1,90.0,21.0,187.9,82.0,8.46,7.2,4.0,,2.0,False
KS,137.0,415.0,No,No,0.0,122.2,113.0,39.13,220.4,79.0,18.73,204.7,119.0,9.21,10.7,7.0,2.89,4.0,False
CT,40.0,415.0,No,No,0.0,146.7,64.0,24.94,274.0,99.0,23.29,321.3,98.0,14.46,8.9,1.0,,3.0,False
WI,85.0,415.0,No,No,0.0,102.0,95.0,17.34,270.2,139.0,22.97,148.2,105.0,6.67,,3.0,2.89,1.0,False
MS,150.0,510.0,No,No,0.0,,99.0,21.42,238.5,73.0,20.27,285.1,100.0,12.83,10.2,6.0,,3.0,False
WV,43.0,415.0,No,No,0.0,168.4,125.0,28.63,243.8,89.0,20.72,214.7,102.0,9.54,11.1,2.0,,1.0,False
MD,98.0,415.0,No,No,0.0,206.5,92.0,35.11,176.2,152.0,14.98,232.8,115.0,10.48,12.4,5.0,,5.0,False
PA,112.0,510.0,No,No,0.0,217.1,76.0,36.91,205.2,100.0,,185.7,91.0,8.36,9.4,3.0,2.54,1.0,False
WI,16.0,510.0,No,No,0.0,229.6,78.0,39.03,205.7,108.0,17.11,166.2,91.0,7.48,10.8,2.0,2.92,0.0,True
TN,98.0,415.0,No,Yes,22.0,278.3,89.0,47.31,93.4,143.0,7.94,107.6,42.0,8.74,9.7,5.0,2.62,0.0,False
IL,84.0,510.0,No,No,0.0,181.5,129.0,30.86,130.7,112.0,11.11,186.5,118.0,8.39,,4.0,2.3,1.0,False
DC,66.0,415.0,No,No,0.0,,91.0,28.44,230.0,68.0,19.55,191.7,118.0,8.63,10.6,5.0,2.86,1.0,True
GA,98.0,415.0,No,Yes,31.0,121.0,105.0,20.57,218.9,98.0,18.61,226.7,110.0,10.2,12.0,1.0,3.24,1.0,False
ID,74.0,415.0,No,No,0.0,221.1,124.0,37.59,110.8,94.0,9.42,240.1,112.0,10.8,10.6,3.0,2.86,0.0,False
KY,119.0,510.0,No,No,0.0,222.8,122.0,37.88,163.2,107.0,13.87,160.6,112.0,7.23,11.2,6.0,3.02,1.0,False
OH,73.0,415.0,No,No,0.0,183.4,80.0,31.18,242.0,115.0,20.57,201.4,100.0,9.06,7.5,3.0,2.03,,False
WI,92.0,415.0,Yes,No,0.0,264.3,91.0,44.93,160.9,115.0,,,73.0,8.94,9.3,5.0,,0.0,False
IL,,415.0,No,No,0.0,146.0,78.0,24.82,146.9,,9.32,247.4,108.0,11.54,6.8,7.0,1.84,0.0,False
DE,122.0,510.0,No,No,0.0,157.1,134.0,26.71,184.9,122.0,15.72,197.2,59.0,8.87,8.5,5.0,2.3,4.0,
RI,133.0,510.0,Yes,No,0.0,127.3,108.0,21.64,251.3,81.0,21.36,135.0,88.0,6.08,10.3,3.0,2.78,1.0,False
TX,145.0,415.0,No,No,0.0,187.9,137.0,31.94,197.0,117.0,16.75,167.0,108.0,7.52,4.8,4.0,1.3,2.0,False
OR,25.0,408.0,No,No,0.0,178.8,90.0,30.4,141.2,72.0,12.0,203.0,99.0,9.14,8.4,5.0,2.27,2.0,False
MS,126.0,415.0,No,No,0.0,256.5,112.0,43.61,199.5,90.0,16.96,188.3,122.0,,7.0,5.0,1.89,3.0,False
OR,76.0,415.0,No,No,0.0,253.2,77.0,28.82,124.0,,10.54,219.4,92.0,9.87,,3.0,2.7,0.0,False
DE,113.0,415.0,No,No,0.0,239.7,47.0,40.75,282.9,110.0,24.05,238.4,88.0,10.73,8.7,3.0,2.35,2.0,True
DE,224.0,510.0,Yes,No,0.0,171.5,99.0,29.16,160.0,103.0,13.6,212.4,102.0,9.56,5.0,2.0,1.35,,True
SD,128.0,408.0,No,Yes,,142.3,73.0,24.19,194.8,79.0,16.56,239.3,81.0,10.77,16.0,6.0,4.32,1.0,False
NV,115.0,415.0,No,No,0.0,184.1,98.0,31.3,327.0,73.0,27.8,212.5,106.0,9.56,,6.0,2.03,2.0,False
NM,141.0,415.0,No,Yes,28.0,206.9,126.0,35.17,264.4,126.0,22.47,171.8,124.0,,9.3,11.0,2.51,2.0,False
MN,51.0,510.0,No,No,0.0,259.9,114.0,,176.2,94.0,14.98,77.2,112.0,3.47,15.3,1.0,4.13,1.0,False
NJ,100.0,415.0,No,No,0.0,203.8,122.0,34.65,283.1,76.0,24.06,197.3,83.0,8.88,12.5,3.0,3.38,,False
IN,96.0,415.0,No,Yes,45.0,248.8,124.0,42.3,140.3,105.0,11.93,263.6,129.0,11.86,10.3,2.0,2.78,3.0,False
ME,163.0,415.0,No,No,0.0,122.4,129.0,20.81,113.4,108.0,9.64,180.2,97.0,8.11,12.5,7.0,3.38,1.0,False
NH,67.0,415.0,No,Yes,40.0,104.9,65.0,17.83,216.3,93.0,17.35,217.4,128.0,9.78,9.6,9.0,2.59,1.0,False
OR,,510.0,No,No,0.0,119.4,69.0,20.3,273.3,92.0,23.23,214.4,153.0,9.65,12.4,7.0,3.35,2.0,False
KS,46.0,510.0,No,No,0.0,250.3,100.0,42.55,260.6,110.0,,195.0,104.0,8.78,13.3,2.0,3.59,2.0,True
NE,148.0,415.0,No,No,31.0,178.3,98.0,30.31,282.6,110.0,24.02,181.0,98.0,8.15,11.4,4.0,3.08,1.0,False
MI,112.0,510.0,No,No,27.0,243.4,77.0,41.38,182.1,97.0,15.48,259.2,94.0,11.66,12.8,2.0,3.46,1.0,False
SC,78.0,415.0,No,No,0.0,155.0,106.0,26.35,175.3,101.0,14.9,155.6,125.0,7.0,11.8,5.0,,2.0,False
PA,61.0,408.0,No,Yes,31.0,288.7,101.0,49.08,203.8,102.0,17.32,203.2,49.0,9.14,8.6,3.0,2.32,0.0,False
MT,58.0,510.0,No,Yes,29.0,240.4,80.0,40.87,118.9,91.0,,164.2,108.0,7.39,11.2,,,1.0,False
NM,155.0,415.0,No,No,0.0,,123.0,32.35,301.3,96.0,25.61,214.6,134.0,9.66,8.0,3.0,2.16,1.0,False
OH,100.0,510.0,No,No,0.0,278.0,76.0,47.26,176.7,,15.02,219.5,126.0,9.88,8.3,4.0,2.24,0.0,True
WY,113.0,510.0,No,No,0.0,155.0,93.0,26.35,330.6,106.0,28.1,189.4,123.0,8.52,13.5,3.0,3.65,1.0,False
AR,135.0,510.0,No,Yes,27.0,273.4,141.0,46.48,154.0,99.0,13.09,245.8,112.0,11.06,12.3,6.0,3.32,1.0,False
FL,,408.0,No,No,0.0,160.1,93.0,26.4,265.7,95.0,22.58,,67.0,6.56,12.4,4.0,3.35,0.0,False
AR,59.0,510.0,No,Yes,29.0,133.1,114.0,22.63,221.2,82.0,15.95,131.6,103.0,5.92,6.8,3.0,1.84,1.0,False
MO,126.0,510.0,No,No,0.0,246.8,92.0,41.96,187.8,121.0,,154.5,109.0,6.95,12.6,5.0,3.4,,False
WI,85.0,408.0,Yes,No,0.0,165.4,107.0,28.12,196.0,126.0,16.66,349.2,110.0,15.71,9.6,7.0,2.59,2.0,False
TX,88.0,510.0,No,No,0.0,138.3,116.0,23.51,236.0,138.0,20.06,179.1,110.0,8.06,9.6,4.0,2.59,3.0,False
NM,55.0,510.0,No,No,,286.7,100.0,48.74,134.4,86.0,11.42,,122.0,8.68,6.9,5.0,1.86,2.0,False
GA,75.0,,No,No,0.0,117.3,114.0,19.94,201.1,61.0,19.63,107.9,82.0,4.86,12.2,3.0,3.29,1.0,False
KS,86.0,408.0,No,Yes,23.0,203.4,107.0,38.34,246.3,,20.94,245.7,81.0,11.06,9.8,2.0,2.65,0.0,False
OH,97.0,408.0,No,No,0.0,256.4,125.0,43.59,273.9,100.0,,222.7,101.0,10.02,11.1,1.0,3.0,1.0,True
MA,88.0,415.0,No,No,0.0,264.8,124.0,45.02,245.4,112.0,20.86,,115.0,7.22,14.8,2.0,4.0,1.0,True
KY,54.0,510.0,No,No,0.0,159.8,99.0,27.17,264.0,64.0,22.44,115.7,70.0,5.21,9.7,7.0,2.62,2.0,False
DC,11.0,415.0,No,Yes,28.0,190.6,,32.4,220.1,122.0,18.71,180.3,80.0,8.11,6.0,3.0,1.62,3.0,False
WA,109.0,415.0,No,No,0.0,184.0,120.0,31.28,120.4,,10.23,153.7,86.0,6.92,11.0,3.0,2.97,0.0,False
UT,90.0,415.0,No,No,0.0,261.8,128.0,44.51,220.6,104.0,18.75,136.6,91.0,6.15,9.6,5.0,2.59,1.0,False
NV,91.0,408.0,No,No,0.0,133.7,75.0,22.73,195.3,87.0,16.6,280.5,89.0,12.62,5.9,2.0,1.59,0.0,False
ND,105.0,415.0,No,Yes,23.0,155.4,85.0,32.9,220.2,90.0,18.72,272.4,111.0,12.26,8.5,5.0,2.3,0.0,False
NV,71.0,415.0,Yes,No,0.0,178.2,113.0,30.29,219.9,94.0,,182.1,111.0,,13.6,3.0,3.67,3.0,True
FL,132.0,510.0,No,Yes,,226.2,103.0,38.45,181.6,125.0,15.44,258.8,117.0,,10.5,5.0,2.84,3.0,True
MD,112.0,415.0,No,No,0.0,170.4,69.0,28.97,200.2,71.0,,258.3,100.0,11.62,11.6,4.0,3.13,1.0,False
AL,41.0,510.0,No,Yes,34.0,194.4,63.0,33.05,254.9,110.0,21.67,160.2,115.0,7.21,,9.0,4.64,2.0,False
NE,44.0,415.0,No,No,0.0,240.3,146.0,40.85,164.6,83.0,13.99,240.7,106.0,10.83,10.6,2.0,2.86,1.0,False
NV,78.0,408.0,No,No,0.0,75.0,116.0,12.75,248.7,81.0,21.14,176.0,83.0,7.92,9.5,6.0,2.57,3.0,False
IL,149.0,408.0,No,No,0.0,69.1,117.0,11.75,136.3,100.0,11.59,181.7,53.0,8.18,6.3,3.0,1.7,1.0,False
WV,72.0,510.0,No,Yes,33.0,96.6,59.0,16.42,315.4,98.0,26.81,163.3,117.0,,6.2,4.0,1.67,4.0,True
AR,74.0,510.0,No,No,0.0,148.5,111.0,25.25,146.5,42.0,12.45,289.2,83.0,13.01,9.9,6.0,2.67,3.0,False
UT,136.0,510.0,No,No,0.0,258.1,106.0,43.88,161.4,106.0,13.72,225.1,110.0,10.13,11.7,5.0,3.16,1.0,False
