"Account.length","International.plan","Voice.mail.plan","Number.vmail.messages","Total.day.minutes","Total.day.calls","Total.eve.minutes","Total.eve.calls","Total.night.minutes","Total.night.calls","Total.intl.minutes","Total.intl.calls","Customer.service.calls","Churn"
105,0,0,0,166.1,93,175.9,106,243.5,55,16.2,3,2,"0"
100,0,1,28,135.9,117,244.5,102,207.5,74,11.5,3,2,"1"
80,1,0,0,189.1,122,223.2,92,269,116,13.9,3,2,"1"
120,0,1,8,177.9,117,175.1,70,161.3,117,11.5,4,1,"0"
54,0,1,39,143.9,73,210.3,117,129.2,117,10.2141082164329,7,2,"0"
148,1,0,0,148.2,138,159.6,123,197.4,62,8.6,3,2,"0"
119,0,0,0,287.1,115,159.3,99,216.8,86,10.2141082164329,1,2,"1"
85,0,0,0,200.1,96,190,141,144,116,10.9,3,2,"0"
101,0,1,25,144.1,144,167.6,105,240,107,14.5,3,1,"0"
172,0,0,0,172.5,85,253.1,71,221.6,113,5.9,6,0,"0"
80,0,0,0,199.8,138,207.7,91,271.8,94,5.5,4,1,"0"
83,0,0,0,179.2,134,142.3,76,91.2,86,10.2141082164329,5,2,"0"
86,0,0,0,171.8,106,301.7,100,139.4,108,9.7,5,1,"0"
107,0,0,0,222.3,101,286,100,249.4,117,12.1,4,1,"1"
133,0,0,0,245.8,102,264.7,90,111.7,103,10.2141082164329,7,2,"0"
116,0,0,0,164.6,110,270.6,103,230.4,109,8,3,0,"0"
63,0,0,0,211.7,107,200.355623332063,77,203.3,108,7.4,7,0,"0"
119,1,1,16,147.2,103,160.1,96,184,120,7.7,2,2,"1"
133,1,0,0,254.7,103,252.2,80,201.866098254162,103,8,3,0,"1"
94,1,0,0,170.1,113,271.8,94,110.7,78,8.7,4,1,"0"
69,0,0,0,195.1,91,261.5,57,203.8,90,11.4,5,0,"0"
146,0,0,0,149.3,83,187.1,130,149.8,100,7.9,4,2,"1"
143,1,1,25,179.567454268293,109,149.6,120,227.8,60,9.8,3,0,"0"
100,0,0,0,206.9,115,224.4,86,197.4,60,8.3,2,3,"0"
101,0,0,0,239,100,273,106,278.2,93,13.5,8,1,"1"
43,0,0,0,179.3,97,252.7,126,227.5,100,8,5,2,"0"
69,0,0,0,185.3,91,219.1,88,243.6,107,5.5,5,2,"0"
15,1,0,0,141.4,80,123.9,76,323.5,88,8.1,3,2,"0"
67,0,0,0,152.5,131,252.4,107,185.4,87,4.9,3,2,"0"
99,0,0,0,145.6,102,230.9,87,181.5,100,11.4,7,1,"0"
46,0,0,0,164.2,116,196.2,100,201.866098254162,119,8.1,4,1,"0"
55,1,0,0,221,115,165.4,97,235.4,117,9.7,4,1,"0"
39,0,0,0,295.4,126,232.1,117,201.866098254162,123,11.5,2,1,"1"
92,0,0,0,139.8,98,174.9,143,201.6,135,9.4,7,2,"0"
56,0,0,0,162.3,99,149.1,78,255.5,115,14.8,1,2,"1"
76,0,0,8,272.7,97,236.4,95,235.5,105,10.2141082164329,2,0,"1"
132,1,1,33,200.3,75,226.6,67,198.8,91,12.9,3,2,"0"
51,1,1,12,135.8,60,200.6,134,192.4,98,12.3,7,2,"0"
27,0,0,0,236.7,80,231.9,92,164.7,85,12.7,6,1,"0"
100,0,0,0,111.4,133,175,100,217.2,106,5.5,6,3,"0"
105,1,1,28,156.1,89,107.1,114,167.7,95,14.7,3,0,"1"
117,0,0,0,191.1,93,282.8,56,84.8,118,12,4,2,"0"
146,0,0,0,205.4,101,134.9,110,310.5,83,10.3,2,3,"0"
147,1,0,0,225.2,111,184.9,98,143.2,146,9.9,1,0,"0"
68,0,0,0,249.9,127,254.5,118,273.2,98,8.9,6,2,"0"
68,0,0,0,131.6,89,137,56,256.3,107,10.2,5,3,"0"
159,0,0,0,275.8,103,189.5,108,223.9,93,7.4,5,2,"1"
134,0,1,40,142.9,105,88.6,61,290,96,10.8,6,1,"0"
113,0,0,0,207.2,113,256,80,211,87,9.9,1,1,"0"
132,0,0,0,206.2,110,211.2,118,196.2,122,10.2,6,1,"0"
93,1,1,38,225.7,117,119.6,122,193.2,125,14,7,1,"1"
174,0,1,33,167.8,91,205.3,100,130,64,14.5,4,2,"1"
61,0,0,0,197.7,118,152.2,96,221,93,7,3,2,"0"
91,0,1,39,169.8,105,65.2,116,144.4,92,10.9,4,1,"0"
88,0,1,8,190.6,104,237.3,105,211.6,116,9.8,1,2,"0"
88,0,1,8,80.3,140,153.3,101,309.2,123,12.8,3,2,"0"
182,0,0,0,69.1,114,230.3,109,256.7,105,6.5,4,0,"0"
118,0,0,0,188.8,86,217.4,64,220.1,100,8.2,7,2,"0"
103,0,0,0,150.6,125,169.1,126,221.2,104,10.4,8,2,"1"
65,0,0,0,192,89,139.5,88,187.4,102,5.5,4,2,"0"
61,0,1,25,163.7,78,113.2,112,134.1,118,9.9,3,3,"0"
172,0,0,0,211.7,100,198.7,69,301.7,136,6.5,9,1,"0"
72,0,0,0,88.5,103,132.3,80,201.866098254162,96,11.8,3,2,"0"
113,0,0,0,150.1,120,200.1,85,266.7,105,11,3,2,"0"
35,0,0,0,215.5,102,190.7,100,214.5,106,8.6,6,1,"0"
94,0,0,0,101.7,105,202.8,99,136.2,119,9.4,6,3,"0"
71,0,0,0,258.4,132,126.8,100,182.4,87,9.7,8,2,"0"
100,0,0,0,242.4,126,152.9,115,201.866098254162,115,11.8,6,1,"0"
84,0,0,0,190.2,102,197.7,141,247.5,132,9.8,6,2,"0"
39,0,0,0,154.1,104,204.2,112,196.2,92,9.8,4,2,"0"
110,0,0,0,188,127,90.5,118,150.3,64,15.3,3,3,"0"
102,0,0,0,103.1,70,275,94,201.866098254162,92,11.2,5,1,"0"
70,0,0,0,175.4,130,159.5,130,260.6,96,11.6,4,0,"0"
142,0,0,0,145.4,93,209.1,98,214,96,10.9,1,1,"0"
17,0,0,0,161.5,123,214.2,81,315,106,8.6,5,1,"0"
119,0,0,0,213.7,100,256.5,85,229.1,89,10,2,1,"1"
108,1,1,42,130.1,90,167,128,244.7,80,13.6,5,3,"1"
90,0,0,0,68.5,118,113.3,134,188.6,105,11.4,3,2,"0"
100,0,1,33,218.7,104,155,144,99,117,12.1,4,1,"0"
155,0,1,30,128.5,86,188.4,91,201.866098254162,85,6.8,6,2,"0"
113,0,0,0,128.7,100,227.1,100,178.1,135,9.2,4,2,"1"
123,0,0,0,172.2,92,162.6,76,250.3,101,8.7,4,1,"0"
145,0,0,0,199.2,124,126,86,289.2,135,7.6,3,1,"0"
42,0,0,0,184.5,98,200.5,93,279.2,91,8.8,3,2,"0"
125,0,0,0,168.6,99,175.6,107,243.3,92,10.9,7,0,"0"
131,0,1,30,174,118,205.3,111,218.2,90,6.7,3,1,"0"
107,0,0,0,234.8,65,257.4,80,107.3,88,8.5,3,1,"0"
96,0,0,0,198.2,73,200.6,115,146.4,73,10.2141082164329,5,2,"0"
76,0,0,0,186.1,96,211.6,100,230.6,100,8,4,0,"0"
128,0,0,0,148.5,105,243,85,255.2,114,6.8,2,1,"0"
73,0,0,0,157.1,109,268.8,83,181.5,91,10.2141082164329,8,0,"0"
52,0,0,0,155,110,133.4,104,176.1,84,7,4,2,"1"
124,0,0,0,188.5,77,182,123,218.2,127,6.1,6,1,"0"
137,0,0,0,208.8,120,225.3,100,221.6,130,11.1,5,0,"0"
107,0,1,30,198.9,87,200.355623332063,90,159.8,76,12.6,4,3,"1"
147,0,0,0,198.4,79,204.1,91,156.2,113,10.2,2,1,"0"
116,0,0,0,137.4,126,120,94,201.866098254162,64,12.4,2,3,"0"
60,0,1,31,211,75,267.8,135,201.866098254162,62,12.8,3,2,"0"
38,0,0,0,149,92,200.355623332063,78,201.866098254162,93,13.9,4,0,"0"
63,0,0,0,117.1,118,249.6,90,162.2,84,11.1,4,3,"0"
94,0,0,0,108,79,241.9,100,252.1,92,10.4,3,3,"0"
131,0,0,0,112.8,133,199.4,116,142.7,105,10.1,5,0,"0"
158,0,0,0,175.9,105,188.3,88,188.3,98,11,6,1,"0"
139,0,0,0,236.6,109,169.9,107,212.3,118,11.1,2,1,"0"
140,0,0,8,129.6,79,246.2,92,172.1,124,9.4,10,3,"0"
52,0,1,20,133.3,63,184.1,123,272.9,107,13.5,2,1,"0"
103,0,0,0,167.8,121,212.9,123,208.2,73,13,3,2,"0"
85,0,1,21,283.2,110,239.7,108,149.5,80,6.3,1,2,"0"
100,0,0,0,141.2,132,149.1,90,171.4,72,7,2,2,"0"
177,0,1,27,230.2,106,190,78,215.4,108,10.4,2,1,"0"
49,1,0,0,237.8,92,208.9,119,201.866098254162,86,10.2141082164329,6,2,"1"
106,1,0,0,204,84,168.5,61,164,102,13.3,3,3,"1"
60,0,0,0,221.1,106,178.6,100,202.7,100,7.4,3,1,"0"
43,0,0,0,177.2,93,142.6,60,314.1,144,12.7,2,2,"0"
125,0,0,0,105.3,73,255.6,85,192.9,95,15.7,4,0,"0"
114,0,1,4,141.3,96,230.4,88,223.7,85,9.4,3,3,"0"
112,0,0,0,272.5,119,226.1,94,201.866098254162,94,16.4,5,2,"1"
101,0,1,16,118.9,112,228.3,97,180.1,111,8.2,5,2,"0"
70,0,0,0,179.567454268293,100,136.4,83,156.6,89,12.1,1,0,"0"
59,0,0,0,159.5,96,167.2,123,138.6,106,10.2,4,0,"0"
59,0,0,0,150.2,70,185.7,98,212.5,128,12.1,2,1,"0"
100,0,0,0,140.7,88,210.9,98,229.9,125,12.4,4,2,"0"
100,0,0,0,169.2,123,216.8,83,179.4,107,12.6,3,1,"0"
81,0,0,0,220.8,77,148.5,100,183.9,100,7.6,3,2,"0"
86,0,0,0,216.3,100,266.3,77,214,110,4.5,3,0,"0"
84,0,0,0,169.5,96,157.6,94,98.2,70,10.6,7,0,"0"
118,0,1,35,256.3,119,258.1,91,215.5,130,11.7,1,1,"0"
89,0,0,0,188,128,299.8,92,185.3,120,7.6,3,1,"0"
93,0,0,0,266,120,130.1,119,165.8,63,13.1,6,3,"0"
85,0,0,0,96.7,97,193.8,95,171.7,88,9.7,3,2,"0"
160,0,0,0,82.7,116,194.6,95,159,54,10.9,9,0,"0"
28,0,0,0,168.2,87,161.7,100,192.4,112,9.5,3,3,"0"
73,0,0,0,286.4,109,178.2,67,214.2,152,10.7,4,1,"1"
156,0,0,0,174.3,95,186.6,128,258.2,105,12.9,5,3,"0"
33,1,0,0,190.6,100,161.7,104,189.9,136,13,6,1,"0"
77,0,0,0,175.5,86,205.1,100,245.2,100,10.2141082164329,3,2,"0"
119,0,0,0,133.4,102,204.6,71,201.866098254162,103,11.1,7,1,"0"
91,0,1,27,204.6,96,136,93,210.5,82,6.6,2,3,"0"
102,0,0,0,242.2,88,233.2,89,188.5,77,6.2,6,3,"0"
100,0,1,33,253.1,112,210.1,100,95,98,11.9,4,3,"0"
82,0,0,29,130,110,185.3,88,178.7,105,8.3,4,0,"0"
89,0,0,0,105.9,151,189.6,100,170.9,67,12.7,7,0,"0"
86,0,0,0,194.2,98,193.8,143,192,123,9.3,7,3,"0"
92,0,0,0,196.5,82,190,89,163.2,99,10.8,2,2,"0"
87,0,0,0,134.9,81,172,103,183.4,96,13.7,3,3,"0"
64,0,0,0,261.9,113,148.1,99,145.2,74,13.8,4,0,"0"
80,0,0,0,202.4,84,125.9,67,201.866098254162,112,9.6,5,3,"0"
165,0,1,39,167.4,113,172.7,94,192.6,113,9.5,4,3,"0"
153,0,1,22,167.7,104,246.8,91,203.9,117,7.5,4,1,"0"
108,0,0,0,240.2,78,230.3,109,217,135,5.2,1,2,"0"
104,0,1,26,189.1,112,178.2,97,199.3,104,11.1,4,1,"0"
115,0,0,0,127.7,67,182.9,90,172.9,92,10.6,7,1,"0"
87,0,0,0,205.2,106,99.5,122,201.866098254162,75,13.4,3,1,"0"
119,0,0,0,154.5,129,193.6,87,180.9,145,13.4,3,2,"0"
100,0,0,0,153.7,109,255.1,105,256.1,114,14.1,6,1,"0"
93,0,0,0,179.567454268293,106,151.7,89,303.5,114,8.7,3,1,"1"
154,1,0,0,145.9,69,208.2,100,180.9,106,14.4,10,0,"1"
57,0,1,37,201.2,76,200.355623332063,122,154.2,110,11.8,1,1,"0"
130,0,0,0,139.1,72,246,112,207.2,121,11.4,9,2,"0"
151,0,0,0,118.9,128,278.3,65,194.8,100,13.2,10,2,"0"
162,0,0,0,217.6,87,279,71,250.7,65,10.4,4,2,"1"
60,0,0,0,214.6,133,209.1,92,201.866098254162,112,14.6,2,2,"0"
81,0,0,0,203.5,89,289.6,69,212.9,71,10.2141082164329,3,3,"0"
136,0,0,8,269.8,106,228.8,101,257.5,106,10.1,8,1,"1"
121,0,1,21,126.3,84,209.6,102,192.5,129,10.6,2,1,"0"
105,0,1,8,88.1,125,175.9,142,269.9,85,9.7,1,2,"0"
105,0,1,34,218.5,61,196.7,74,151.1,103,9.9,4,2,"0"
51,0,1,26,236.8,61,263.4,97,181.1,91,10.2141082164329,8,1,"0"
64,0,0,0,124.1,117,192.8,108,162.9,84,6.4,5,3,"0"
80,1,1,30,184.2,132,167.5,109,212.8,114,10,10,0,"0"
56,0,0,0,222.7,133,277,89,101.8,94,13.6,4,2,"0"
120,0,0,0,149.2,98,193.6,88,248.9,119,11.1,5,1,"0"
103,0,0,0,206.5,125,180.2,113,220.6,95,12.2,4,3,"0"
164,0,1,27,159.7,102,168.8,113,244.1,116,9.6,9,3,"0"
116,0,1,27,204.7,79,209.4,100,212.9,67,7,2,2,"0"
121,0,0,0,213.2,79,120.7,116,244.4,102,7.5,4,1,"0"
183,0,0,0,116.7,100,213.8,104,214.3,112,9.7,6,2,"0"
104,0,0,0,263.4,101,235.5,117,102,146,13,4,0,"0"
90,0,0,0,140.2,97,213.9,102,120,126,7.1,2,1,"0"
100,0,0,8,197.7,101,127.6,83,142.1,103,13.5,3,1,"0"
9,0,1,16,88.5,87,178.8,108,228.7,96,11.5,3,2,"0"
97,0,0,0,215.3,58,242.4,91,279.8,105,12.1,9,0,"0"
127,0,1,25,203.8,118,267.1,100,225.1,105,7.3,5,0,"0"
125,0,1,34,268.4,112,222.2,108,117.6,102,10.3,3,0,"0"
140,0,0,0,159.1,104,269.8,106,220.4,116,10.3,4,1,"0"
90,0,0,0,114.4,122,127.7,100,253.1,109,10.1,5,2,"0"
67,0,0,0,138.9,65,208.9,109,232.4,82,10.2141082164329,3,2,"0"
113,0,0,0,186,55,237.4,105,201.866098254162,83,12.2,6,1,"0"
121,0,1,26,177.6,91,254.5,90,219.6,122,15.1,5,0,"0"
93,0,0,0,179.567454268293,95,230.9,87,149.9,91,9.9,3,2,"0"
121,0,0,0,253.4,121,168.6,94,95.3,59,12.3,4,1,"0"
53,0,0,0,261.2,119,250.8,100,176,112,9.8,2,0,"1"
75,0,0,0,190.5,91,178.4,75,162.4,113,13.1,5,1,"0"
132,0,0,0,181.1,121,314.4,109,246.7,81,4.2,9,2,"0"
162,0,0,0,177.1,131,114.7,122,153.6,88,6.5,6,3,"0"
140,0,0,0,160.5,114,240.5,103,233.5,121,11.3,4,1,"0"
91,0,0,0,134.7,116,295.3,98,195.5,121,6.6,5,2,"0"
73,0,1,28,198.2,107,139.1,123,199.1,139,8.8,1,2,"0"
95,1,0,0,228.9,134,255.7,69,208,120,10.1,2,2,"1"
145,0,0,0,149.4,85,135.8,100,277.6,123,13.1,3,0,"0"
100,0,0,0,131.1,108,176.2,81,89.7,105,4.3,4,2,"0"
122,0,0,0,234.1,101,200.2,121,237.4,89,13.1,9,2,"0"
109,0,0,0,200.1,72,300.9,120,236,68,11.9,7,0,"0"
82,0,0,0,154,107,94.4,114,287.6,95,10.1,7,1,"0"
65,0,1,23,224.2,106,189.6,100,222.8,75,9.8,4,0,"0"
52,0,0,0,148.3,83,181.6,79,155.6,104,8.3,6,3,"0"
100,0,1,8,174.6,76,176.6,114,214.4,91,8.8,5,2,"0"
75,0,0,0,138.5,110,153.2,100,215.6,103,10.2141082164329,7,1,"0"
146,0,0,8,109,69,265.8,98,228.3,80,12.6,2,1,"0"
105,0,0,0,139.6,99,212.5,83,214.7,114,11.1,8,2,"0"
48,0,0,0,210.8,84,189.6,98,157.6,100,16.4,3,2,"0"
45,0,0,0,142.4,107,318.7,78,224.1,108,11.1,7,1,"0"
106,0,1,37,223.5,104,235.1,99,140.1,90,10.6,5,2,"0"
33,0,0,0,182.5,65,232.1,96,149.2,82,7.5,2,2,"0"
106,0,0,0,193.6,66,238.2,82,176.4,107,12.9,3,0,"0"
141,0,0,0,192.4,111,156.9,87,175.8,82,11,6,0,"0"
94,0,1,28,233.2,88,113.3,102,118,71,10.2141082164329,4,0,"0"
65,0,0,0,158.8,53,188.5,132,189.3,87,10.2141082164329,4,2,"0"
85,0,0,0,175.3,112,274.7,126,184.4,95,9.8,4,2,"0"
71,0,0,0,290.4,108,213.6,92,263.3,126,10.1,5,3,"1"
112,0,1,30,60.6,96,165.9,96,132.8,99,13.3,7,0,"0"
100,0,0,0,148.4,95,193.8,98,206,106,10.2141082164329,6,0,"0"
111,0,0,0,246.5,108,216.3,89,176,99,12.7,3,2,"0"
74,0,0,0,298.1,112,201.3,100,214.7,88,9.7,4,2,"1"
105,0,0,0,119.3,82,185.1,111,201.866098254162,60,10.9,4,2,"0"
100,0,0,0,242.5,82,232.9,97,154,86,9.6,7,0,"0"
100,1,1,18,222.1,89,160.6,100,218.8,87,13.6,2,0,"1"
123,0,0,0,236.2,135,273.9,88,227,77,10.1,6,2,"1"
122,0,0,0,125.2,87,212.2,74,169.3,87,9.5,4,0,"0"
114,0,1,19,154.6,100,241.6,109,160,112,12.6,1,3,"0"
102,0,1,25,137.4,100,176.7,83,188.2,93,10.2,6,2,"0"
126,0,0,0,204.8,93,127,107,201.866098254162,66,14.4,1,0,"0"
150,0,0,0,136.6,112,209.4,81,161.1,78,12.2,2,2,"1"
60,0,0,0,289.8,101,255.6,115,242.8,76,11.7,4,2,"0"
138,1,0,0,196.2,123,176.5,86,201.866098254162,108,15.2,1,0,"1"
29,0,0,0,109.7,71,126.4,74,148.6,87,14.2,4,1,"0"
111,0,0,0,222.2,96,162.5,111,184.9,100,11.9,7,2,"0"
37,1,0,0,172.9,119,183,86,226.4,100,9.8,1,0,"1"
144,0,0,0,154.5,84,216.2,91,229.8,82,13.7,3,1,"0"
46,0,0,0,90.4,108,276.2,77,146.5,111,12.7,2,1,"0"
125,0,0,0,179.567454268293,95,157.6,113,192.5,69,8.1,3,1,"0"
43,0,0,0,179.567454268293,117,160.9,97,279.5,96,10.7,3,3,"0"
94,0,0,0,245,112,180.4,91,262.9,105,9.7,6,1,"0"
46,0,0,0,196.7,90,205.9,74,216.6,112,11.2,5,3,"0"
73,0,1,26,131.2,98,106.5,97,221.7,96,10.2,6,2,"0"
146,0,1,23,149.6,96,239.8,124,293.5,135,7.4,4,2,"0"
93,0,0,0,239.8,70,251.8,99,168.6,112,10.9,10,1,"0"
52,0,1,31,142.1,77,193,97,253.4,88,11,4,1,"0"
202,0,0,0,115.4,137,178.7,70,185.7,135,6,3,3,"0"
129,0,1,31,193,99,224.8,87,197.6,91,10.3,5,2,"0"
94,0,0,0,206.1,49,224.6,115,256.7,74,13,1,1,"0"
100,0,0,8,160.3,138,221.3,92,150.4,120,11.2,2,0,"0"
43,0,0,0,199.9,108,288.4,80,180.6,103,11.3,7,1,"0"
130,0,0,0,213.1,105,206.2,108,163.4,93,8.9,3,0,"0"
124,0,0,0,178.3,102,235,120,201.866098254162,119,10.9,1,3,"0"
92,1,0,0,252.3,120,207,112,284.6,95,12,5,3,"1"
48,0,0,0,197.7,64,136.7,126,244.4,81,13.2,5,2,"0"
98,0,1,29,111.1,105,217.9,93,248.1,108,6.6,3,2,"0"
100,0,0,0,96.5,102,210.2,133,146.4,106,12.5,10,2,"1"
79,0,0,0,156.9,109,122.2,87,189.1,103,11.3,5,3,"0"
164,0,0,0,179.567454268293,78,170,85,165.9,78,12.7,2,1,"0"
89,1,0,0,206.9,134,167.7,105,155.7,86,10.9,4,0,"0"
126,0,0,0,249.8,96,261.9,92,166.8,108,12.7,4,3,"1"
96,0,0,0,144,102,224.7,73,201.866098254162,91,10,7,1,"0"
120,0,1,33,299.5,83,163.4,84,146.7,88,11.6,5,0,"0"
100,0,0,0,226,127,304.6,83,181.2,132,12.6,4,2,"1"
72,0,0,0,137.6,106,143.5,100,201.866098254162,110,9.6,6,2,"0"
54,1,1,26,156.5,121,139.2,123,146.7,89,11.1,3,1,"0"
89,0,0,0,89.7,80,179.8,81,145.7,120,9.5,4,2,"0"
126,1,0,0,197.6,126,246.5,100,285.3,104,10.2141082164329,8,2,"0"
100,0,0,0,270,102,256.6,111,168.5,104,12,5,2,"1"
143,0,0,0,194.3,93,123.6,133,201.866098254162,99,10.2,2,2,"0"
166,1,0,0,47.7,89,264.4,95,235.2,97,13.2,3,0,"1"
132,0,0,0,190.1,105,182.2,116,279.8,105,13,2,1,"0"
94,1,0,0,89.5,94,200.355623332063,106,172.9,76,7.9,1,1,"1"
99,0,0,0,182.6,83,154.5,111,196,57,12.1,5,0,"0"
136,0,1,35,205.5,97,298.5,119,214.2,104,6.9,4,1,"0"
119,0,0,0,231.5,82,266.9,97,211,118,7.4,10,1,"0"
115,1,0,0,251.3,69,252.5,96,118.3,112,9.9,1,3,"1"
160,0,0,0,171.2,103,243.5,121,178.2,92,13,3,2,"0"
166,0,0,0,197.9,89,161,113,138.3,85,11.2,2,2,"0"
120,0,0,0,134.8,94,204.1,106,238.4,109,6.7,8,1,"0"
173,0,0,0,191.4,114,168.5,138,201.866098254162,99,10.3,3,1,"0"
156,0,0,0,174.5,65,197.4,116,238.5,86,10.6,2,0,"0"
70,0,0,0,177.4,125,226.2,104,201.866098254162,72,10.9,4,2,"0"
41,0,0,35,182.1,89,211.5,104,207.4,124,8.2,1,1,"0"
132,0,0,0,222.4,85,165.4,76,208.4,97,11.2,4,0,"0"
47,1,0,0,47.8,120,178.9,123,152.6,96,10.2141082164329,7,0,"1"
160,0,0,0,121.8,97,89.3,97,150.7,92,10.3,5,1,"0"
180,0,0,0,143.5,121,189.3,111,174.9,82,8.8,5,3,"0"
93,0,0,0,164.9,68,210.4,86,229.4,104,7.8,4,2,"0"
101,0,0,0,193.6,58,148.7,115,282.5,105,13.1,1,2,"0"
80,0,0,0,101.1,121,263.2,110,137.7,74,7.3,5,0,"0"
54,0,1,24,92.3,88,193.1,98,201.866098254162,119,11.6,3,2,"0"
121,0,0,0,168.9,128,123.9,100,266.3,105,10.2141082164329,7,2,"0"
157,0,1,29,219.2,102,206,109,201.866098254162,117,15,5,1,"0"
100,0,1,37,178.1,130,242.8,103,243,93,13,4,0,"0"
138,0,0,0,146.5,101,284.5,142,176,100,14,6,3,"0"
92,0,1,31,175.3,116,266.2,91,228.2,90,11.8,5,1,"0"
167,0,0,0,169.2,124,173.3,105,216.5,64,12.4,4,2,"1"
91,0,0,0,123.8,107,319,125,237.6,78,10.2141082164329,4,2,"0"
127,0,0,0,139.8,117,177,68,162.2,127,9.7,4,3,"0"
100,0,1,27,93.4,87,252,92,189,104,10.9,1,1,"0"
123,0,0,0,257.9,92,211.6,100,201.866098254162,104,9.4,2,2,"0"
136,1,1,12,85.2,98,230.4,85,243.6,104,9,3,2,"0"
68,0,1,34,160,72,184.5,119,201.866098254162,101,6.1,10,1,"0"
132,0,1,10,182.9,54,292.4,68,142.3,116,11.5,4,0,"0"
133,0,0,0,216.2,67,222.2,133,192,95,10.2141082164329,1,2,"0"
127,0,0,0,261.7,120,181.8,82,100.9,131,10.2141082164329,5,0,"0"
121,0,0,0,177.2,142,123.5,88,213.2,51,8.4,6,1,"0"
116,0,0,0,89.5,128,180.8,137,193.1,115,14,3,2,"0"
97,1,0,0,145,103,294.3,93,239.8,100,11,2,2,"1"
43,0,0,0,159.5,99,119.7,74,173.9,126,6.8,3,2,"0"
110,0,0,0,151.8,106,138,126,233.5,112,11.2,8,3,"0"
67,0,0,0,176.2,120,236,138,152.5,104,10.6,4,1,"0"
100,0,0,0,152.1,95,121,105,198,126,9.8,5,0,"0"
129,0,0,0,161.3,122,220.6,95,224.7,104,9.6,3,1,"0"
48,1,0,0,171.7,78,144.5,86,157.9,106,6.8,3,3,"0"
71,0,0,0,179.567454268293,110,190.2,67,255.2,84,11.7,7,0,"1"
112,0,1,27,213,123,226.2,101,201.866098254162,99,11.1,3,2,"0"
8,0,1,36,242.9,67,170.9,59,177.3,130,4.8,4,1,"0"
98,0,0,0,217.2,121,303.4,73,197.1,71,12.4,4,0,"1"
90,0,0,0,175.9,111,285.2,115,150.8,122,13,7,1,"0"
13,0,0,32,303.2,133,170.5,86,227.6,87,11.5,3,0,"1"
58,0,0,0,238.9,107,187.2,88,181.1,84,11.8,5,2,"0"
137,0,1,22,189.6,100,179,137,179.6,94,11.4,5,2,"0"
116,0,0,0,133.3,94,247.8,126,201.866098254162,78,10.2141082164329,5,2,"1"
94,0,1,28,92.7,107,127.8,86,225.6,64,9.9,4,3,"0"
87,0,0,0,177.2,72,248.9,105,200.8,87,8.6,7,3,"0"
120,0,0,0,184.5,103,276.1,86,169.7,70,10.2,6,2,"0"
97,0,1,24,176.1,109,198.5,100,269.1,94,12.1,9,0,"0"
134,0,0,8,204.7,108,143.1,105,165.8,84,10.2141082164329,4,2,"0"
68,0,0,0,143.6,80,134.3,65,215.6,84,15.5,5,2,"0"
93,0,0,0,179.3,93,188.8,65,253.2,88,12.1,5,2,"0"
120,0,0,8,137.3,100,212.2,129,152.7,92,10.5,2,1,"0"
41,0,0,0,204,92,223.5,100,217.4,90,10.2,6,2,"0"
80,0,0,0,203.7,92,216.4,97,154.2,66,7.6,5,2,"0"
83,0,1,0,191.3,95,250.7,136,249.4,86,10.2141082164329,5,2,"0"
109,1,0,0,209.1,141,205,93,119.4,111,7.8,3,2,"0"
66,0,1,8,88.8,104,109.6,94,201.866098254162,107,7.1,9,3,"0"
89,0,0,0,137.9,96,192.6,63,255.7,125,11,5,1,"1"
117,0,1,13,207.6,65,152.7,100,232.8,95,9.7,3,1,"0"
128,0,0,0,268.1,95,120.5,100,220.8,121,14.4,6,2,"0"
88,0,0,0,166.7,61,179.3,88,242.7,131,6.8,7,2,"1"
22,0,0,0,181.8,108,198.6,148,206.6,96,9.3,3,2,"0"
78,0,0,0,147.1,80,199.7,100,160.7,106,13.7,7,0,"0"
114,0,1,29,37.7,115,144.1,111,226.6,101,4.9,3,1,"0"
192,0,0,0,179.567454268293,88,224.9,98,212.4,105,12.1,3,2,"0"
70,0,0,0,156.4,108,171,100,196.1,96,10.2141082164329,4,2,"0"
148,0,0,0,239.3,84,195.7,85,232.6,104,10.9,3,1,"0"
119,0,0,0,134.9,70,211.5,74,188.5,105,11.3,6,1,"0"
80,0,0,0,194.8,116,209.9,93,194.1,100,12.8,3,0,"0"
113,0,0,8,92.6,85,177.6,92,159.8,72,14.4,4,3,"0"
75,0,0,0,209.4,133,211.5,121,291.2,123,10.2141082164329,4,1,"0"
80,0,0,0,197.6,83,164.5,86,94,98,6.4,6,1,"0"
148,0,0,0,179.567454268293,121,161.7,125,203.1,82,10.6,6,1,"0"
97,0,1,28,202.3,97,69.2,84,262.9,64,6.7,3,1,"0"
166,0,0,0,136.1,116,181.4,93,131.4,108,11.3,4,0,"0"
94,0,0,0,207,109,167.4,80,201.866098254162,117,10.2141082164329,6,2,"0"
85,0,1,33,207.9,95,233.5,88,221.3,92,13.5,3,1,"0"
80,1,0,0,276.5,122,195.6,79,210.3,78,7.2,3,1,"1"
100,0,1,31,313.8,87,147.7,103,192.7,97,10.1,7,3,"0"
88,1,1,25,288.5,114,203.4,74,228.4,83,13,5,1,"0"
154,0,1,35,64.9,76,192.8,91,151.6,75,14.6,1,1,"0"
32,0,1,26,243.5,137,236.8,108,173.3,149,9,9,1,"0"
