"","Account.length","International.plan","Voice.mail.plan","Number.vmail.messages","Total.day.minutes","Total.day.calls","Total.day.charge","Total.eve.minutes","Total.eve.calls","Total.eve.charge","Total.night.minutes","Total.night.calls","Total.night.charge","Total.intl.minutes","Total.intl.calls","Total.intl.charge","Customer.service.calls","Churn"
"230",71,0,0,0,197.9,108,33.64,205.4,109,15.43,281.4,56,12.66,6.7,5,1.81,3,"0"
"231",137,0,0,0,206.4,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,2,"0"
"232",137,0,0,0,205.9,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,"0"
"233",100.896779200621,0,0,0,207.6,88,35.29,132.4,63,17.0312157809984,255.2,98,11.48,10.2141082164329,5,3.81,0,"0"
"234",132,0,0,0,99.5,110,16.92,129.1,80,17.0312157809984,125.1,124,5.63,9.7,3,2.62,0,"0"
"235",94,0,0,0,177.1,112,30.11,194,112,16.49,146.7,108,6.6,5.9,4,1.59,1,"0"
"236",96,0,1,18,172.7,86,30.5681755725191,133.4,100.174979887369,11.34,259.5,70,11.68,9.8,3,2.65,1,"0"
"237",100.896779200621,0,0,8.07234042553191,204.2,115,34.71,179.9,100.174979887369,15.29,216.8,109,9.76,9.5,5,2.57,1,"0"
"238",74,0,0,0,85.7,83,14.57,247.7,67,21.05,201.866098254162,85,6.41,10.1,5,2.73,2,"0"
"239",36,0,0,0,157.6,117,12.67,184.3,89,15.67,240.4,99,10.82,11.9,1,3.21,0,"0"
"240",113,0,0,0,215.5,129,36.64,218.7,116,20.44,207.1,91,7.07,10.2141082164329,9,1.78,1.56590370955012,"0"
"241",67,0,0,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,2.51,1.56590370955012,"0"
"242",158,0,0,0,158,106,26.86,292.5,100.174979887369,17.0312157809984,201.866098254162,89,10.85,9.1,4,2.46,1,"0"
"243",146,0,0,0,223.2,117,15.64,253.6,77,21.56,214.1,90,9.63,9.9,10,2.78,1,"0"
"244",196,0,0,0,234,109,39.78,213.9,114,21.21,173.1,100.152015355086,7.79,9.1,5,2.46,2,"0"
"245",113,0,0,0,272.1,111,46.26,268.5,118,16.66,213.8,105,9.62,8.5,10,2.3,1,"1"
"246",112,0,0,0,194.4,101,33.05,190.3,82,16.18,201.866098254162,107,8.25,11.4,2,3.08,0,"0"
"247",100.896779200621,0,0,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,"0"
"248",62,0,0,0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,"1"
"249",110,0,1,33,236.3,102,40.17,195.9,112,16.65,183.5,82,9.03963888888889,9.7,6,2.62,1,"0"
"250",147,0,0,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.2141082164329,3,2.94,0,"0"
"251",73,0,0,0,94.1,136,16,280.3,122,23.83,205,77,9.23,10.2141082164329,4,2.65,0,"0"
"252",128,0,0,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,10.2141082164329,2,2.77319131832797,1.56590370955012,"0"
"253",39,0,0,0,60.4,100.082348455966,10.27,269.8,120,26.03,123.9,100.152015355086,5.58,12.4,3,3.35,1,"0"
"254",103,0,1,28,121,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,"0"
"255",119,0,1,29,117.8,66,20.03,256.8,114,21.83,201.866098254162,76,6.64,7.6,3,2.05,3,"0"
"256",173,0,1,21,232.4,96,39.51,211.9,118,17.0312157809984,273,102,12.29,5,5,1.35,3,"0"
"257",128,1,1,32,179.567454268293,81,30.5681755725191,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,"1"
"258",86,0,0,0,176.3,79,29.97,259.2,97,22.03,287.4,78,9.03963888888889,6.2,3,1.67,0,"0"
"259",114,0,1,32,125.2,79,21.28,177.8,100.174979887369,15.11,232.4,89,10.46,12.9,3,3.48,1,"0"
"260",104,0,0,0,138.7,107,23.58,256.9,113,21.84,234.9,74,9.79,10,3,2.7,0,"0"
"261",148,0,0,0,86.3,134,14.67,246.6,92,17.23,251.6,91,9.03963888888889,10.2141082164329,4,3.05,1,"0"
"262",129,0,0,0,241.8,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,"0"
"263",100,0,1,30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,"0"
"264",143,0,1,33,272.6,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.77319131832797,1,"0"
"265",76,0,0,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,"0"
"266",158,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,9.3,14.4,4.480805777271,3.89,0,"0"
"267",116,0,0,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,10.2141082164329,2,2.13,3,"0"
"268",54,0,0,0,272.6,105,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1.56590370955012,"1"
"269",86,0,0,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,1.56590370955012,"1"
"270",108,0,0,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.77319131832797,1.56590370955012,"0"
"271",66,0,0,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,10.2141082164329,4,2.03,1,"0"
"272",151,0,1,17,214.7,97,36.5,138.5,90,11.77,201.866098254162,100.152015355086,7.61,8.6,4,2.32,1,"0"
"273",99,0,0,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,"0"
"274",55,0,0,0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,"0"
"275",78,0,0,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,"0"
"276",89,0,0,0,213,63,36.21,200.355623332063,71,15.01,262.6,126,11.82,10.2141082164329,1,2.46,1,"1"
"277",101,0,0,0,183.9,115,31.26,255.9,101,21.75,275,145,9.03963888888889,10.8,4.480805777271,2.92,1,"0"
"278",44,0,1,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,"1"
"279",98,0,1,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,10.2141082164329,0,2.77319131832797,2,"0"
"280",100.896779200621,0,1,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,"0"
"281",100.896779200621,0,0,0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,2.77319131832797,3,"0"
"282",81,0,1,33,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,"0"
"283",162,0,0,28,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,4.480805777271,2.84,1,"0"
"284",83,0,1,0,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,2.77319131832797,3,"0"
"285",100,0,0,0,107,63,18.19,105.7,67,8.98,243.1,100.152015355086,9.03963888888889,12.8,3,3.46,1.56590370955012,"1"
"286",59,0,0,0,182.5,104,31.03,221,95,17.4,229.9,124,10.35,11.3,8,3.05,1.56590370955012,"0"
"287",179,1,1,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,1.56590370955012,"0"
"288",52,0,0,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1.56590370955012,"0"
"289",117,0,0,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,"1"
"290",31,0,0,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,"0"
"291",122,0,1,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,"0"
"292",37,1,1,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,"0"
"293",90,0,1,38,150.1,109,25.52,264.7,100.174979887369,22.5,178.4,97,8.03,5.8,4,1.57,1,"0"
"294",159,1,0,0,257.1,117,43.71,312.2,127,26.54,183,82,9.03963888888889,8.8,6,2.38,1,"1"
"295",39,0,1,36,141.7,121,24.09,232.3,113,19.75,201.866098254162,131,9.03963888888889,12,5,3.24,1,"0"
"296",194,0,0,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,"0"
"297",154,0,0,0,202.1,75,30.5681755725191,216.5,94,18.4,300,100,11.43,10.2141082164329,9,2.77319131832797,1,"1"
"298",112,0,0,0,193.3,96,32.86,264.1,123,22.45,201.866098254162,115,5.79,9.1,3,2.46,1.56590370955012,"0"
"299",45,0,0,0,78.2,127,13.29,253.4,108,21.54,201.866098254162,100,11.48,10.2141082164329,3,2.77319131832797,1,"0"
"300",132,0,0,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,"0"
"301",128,0,0,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,3,2.77319131832797,0,"0"
"302",56,0,0,0,197,110,33.49,248.6,102,18.94,225.3,91,10.14,10.6,6,2.86,2,"0"
"303",151,1,0,0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,"1"
"304",32,0,0,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,2.77319131832797,2,"0"
"305",90,0,0,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,"0"
"306",138,0,0,34,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,"0"
"307",79,0,0,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,4.480805777271,2.77319131832797,1,"0"
"308",95,1,0,0,161,84,28.14,286.2,112,12.95,198.9,89,8.95,11.5,2,3.11,1,"1"
"309",127,0,0,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,"0"
"310",137,0,0,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,2.77319131832797,3,"0"
"311",97,0,0,0,151.6,107,25.77,155.4,96,13.21,201.866098254162,112,10.8,14.7,4,3.97,1,"0"
"312",149,1,0,0,176.2,87,29.95,145,100.174979887369,12.33,249.5,92,11.23,5.7,4,1.54,0,"0"
"313",100.896779200621,1,1,8.07234042553191,196,82,33.32,322.7,92,27.43,225.6,120,10.15,3.7,5,2.77319131832797,1,"1"
"314",84,0,0,0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,2.77319131832797,2,"0"
"315",137,0,0,0,122.2,113,39.13,220.4,79,18.73,204.7,119,9.21,10.7,7,2.89,1.56590370955012,"0"
"316",40,0,0,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.77319131832797,3,"0"
"317",85,0,0,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.2141082164329,3,2.89,1,"0"
"318",150,0,0,0,179.567454268293,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.77319131832797,3,"0"
"319",43,0,0,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.54,11.1,2,2.77319131832797,1,"0"
"320",98,0,0,0,206.5,92,35.11,176.2,100.174979887369,14.98,232.8,115,10.48,12.4,5,2.77319131832797,1.56590370955012,"0"
"321",112,0,0,0,217.1,76,36.91,205.2,100,17.0312157809984,185.7,91,8.36,9.4,3,2.54,1,"0"
"322",16,0,0,0,229.6,78,39.03,205.7,108,17.11,166.2,91,7.48,10.8,2,2.92,0,"1"
"323",98,0,1,22,278.3,89,47.31,93.4,143,7.94,107.6,100.152015355086,8.74,9.7,5,2.62,0,"0"
"324",84,0,0,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,10.2141082164329,4,2.3,1,"0"
"325",66,0,0,0,179.567454268293,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,"1"
"326",98,0,1,31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,"0"
"327",74,0,0,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,"0"
"328",119,0,0,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,"0"
"329",73,0,0,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,1.56590370955012,"0"
"330",92,1,0,0,264.3,91,44.93,160.9,115,17.0312157809984,201.866098254162,73,8.94,9.3,5,2.77319131832797,0,"0"
"331",100.896779200621,0,0,0,146,78,24.82,146.9,100.174979887369,9.32,247.4,108,11.54,6.8,7,1.84,0,"0"
"332",122,0,0,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,1.56590370955012,"0"
"333",133,1,0,0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,1,"0"
"334",145,0,0,0,187.9,137,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,"0"
"335",25,0,0,0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,"0"
"336",126,0,0,0,256.5,112,43.61,199.5,90,16.96,188.3,122,9.03963888888889,7,5,1.89,3,"0"
"337",76,0,0,0,253.2,77,28.82,124,100.174979887369,10.54,219.4,92,9.87,10.2141082164329,3,2.7,0,"0"
"338",113,0,0,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,"1"
"339",100.896779200621,1,0,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1.56590370955012,"1"
"340",128,0,1,8.07234042553191,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,"0"
"341",115,0,0,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,10.2141082164329,6,2.03,2,"0"
"342",141,0,1,28,206.9,126,35.17,264.4,126,22.47,171.8,124,9.03963888888889,9.3,4.480805777271,2.51,2,"0"
"343",51,0,0,0,259.9,114,30.5681755725191,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,"0"
"344",100,0,0,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,1.56590370955012,"0"
"345",96,0,1,8.07234042553191,248.8,124,42.3,140.3,105,11.93,263.6,129,11.86,10.3,2,2.78,3,"0"
"346",163,0,0,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,"0"
"347",67,0,1,40,104.9,65,17.83,216.3,93,17.35,217.4,128,9.78,9.6,9,2.59,1,"0"
"348",100.896779200621,0,0,0,119.4,69,20.3,273.3,92,23.23,214.4,100.152015355086,9.65,12.4,7,3.35,2,"0"
"349",46,0,0,0,250.3,100,42.55,260.6,110,17.0312157809984,195,104,8.78,13.3,2,3.59,2,"1"
"350",148,0,0,31,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,1,"0"
"351",112,0,0,27,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,"0"
"352",78,0,0,0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,2.77319131832797,2,"0"
"353",61,0,1,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,"0"
"354",58,0,1,29,240.4,80,40.87,118.9,91,17.0312157809984,164.2,108,7.39,11.2,4.480805777271,2.77319131832797,1,"0"
"355",155,0,0,0,179.567454268293,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16,1,"0"
"356",100,0,0,0,278,76,47.26,176.7,100.174979887369,15.02,219.5,126,9.88,8.3,4,2.24,0,"1"
"357",113,0,0,0,155,93,26.35,330.6,106,17.0312157809984,189.4,123,8.52,13.5,3,3.65,1,"0"
"358",135,0,1,27,273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32,1,"0"
"359",100.896779200621,0,0,0,160.1,93,26.4,265.7,95,22.58,201.866098254162,67,6.56,12.4,4,3.35,0,"0"
"360",59,0,1,29,133.1,114,22.63,221.2,82,15.95,131.6,103,5.92,6.8,3,1.84,1,"0"
"361",126,0,0,0,246.8,92,41.96,187.8,121,17.0312157809984,154.5,109,6.95,12.6,5,3.4,1.56590370955012,"0"
"362",85,1,0,0,165.4,107,28.12,196,126,16.66,201.866098254162,110,9.03963888888889,9.6,7,2.59,2,"0"
"363",88,0,0,0,138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59,3,"0"
"364",55,0,0,8.07234042553191,286.7,100,48.74,134.4,86,11.42,201.866098254162,122,8.68,6.9,5,1.86,2,"0"
"365",75,0,0,0,117.3,114,19.94,201.1,61,19.63,107.9,82,4.86,12.2,3,3.29,1,"0"
"366",86,0,1,23,203.4,107,38.34,246.3,100.174979887369,20.94,245.7,81,11.06,9.8,2,2.65,0,"0"
"367",97,0,0,0,256.4,125,43.59,273.9,100,17.0312157809984,222.7,101,10.02,11.1,1,3,1,"1"
"368",88,0,0,0,264.8,124,45.02,245.4,112,20.86,201.866098254162,115,7.22,14.8,2,4,1,"1"
"369",54,0,0,0,159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62,2,"0"
"370",11,0,1,28,190.6,100.082348455966,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62,3,"0"
"371",109,0,0,0,184,120,31.28,120.4,100.174979887369,10.23,153.7,86,6.92,11,3,2.97,0,"0"
"372",90,0,0,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,"0"
"373",91,0,0,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,"0"
"374",105,0,1,23,155.4,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,"0"
"375",71,1,0,0,178.2,113,30.29,219.9,94,17.0312157809984,182.1,111,9.03963888888889,13.6,3,3.67,3,"1"
"376",132,0,1,8.07234042553191,226.2,103,38.45,181.6,125,15.44,258.8,117,9.03963888888889,10.5,5,2.84,3,"1"
"377",112,0,0,0,170.4,69,28.97,200.2,71,17.0312157809984,258.3,100,11.62,11.6,4,3.13,1,"0"
"378",41,0,1,34,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,10.2141082164329,9,2.77319131832797,2,"0"
"379",44,0,0,0,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,"0"
"380",78,0,0,0,75,116,12.75,248.7,81,21.14,176,83,7.92,9.5,6,2.57,3,"0"
"381",149,0,0,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,"0"
"382",72,0,1,33,96.6,59,16.42,315.4,98,26.81,163.3,117,9.03963888888889,6.2,4,1.67,1.56590370955012,"1"
"383",74,0,0,0,148.5,111,25.25,146.5,100.174979887369,12.45,289.2,83,13.01,9.9,6,2.67,3,"0"
"384",136,0,0,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,"0"
"385",100.896779200621,0,1,23,179.567454268293,142,25.45,162.5,118,13.81,220.3,115,7.79,10.2141082164329,2,2.05,3,"0"
"386",140,0,0,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,"0"
"387",99,0,0,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,2.77319131832797,2,"0"
"388",166,0,0,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,"0"
"389",74,0,0,0,223.5,116,26.47,213.8,63,14.76,171,97,11.58,8.1,4,2.19,0,"0"
"390",117,0,0,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,4.480805777271,2.77319131832797,2,"0"
"391",85,0,0,0,222.3,132,30.5681755725191,231.5,101,19.68,223.5,75,10.06,11,2,2.97,3,"0"
"392",36,0,1,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,"0"
"393",76,0,0,0,204.2,100,34.71,292.6,139,24.87,203.9,105,10.99,10.5,2,2.84,0,"0"
"394",165,0,0,0,242.9,126,41.29,209.8,65,17.83,201.866098254162,126,10.28,10.2141082164329,0,2.77319131832797,1,"0"
"395",130,0,0,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,"0"
"396",92,1,0,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,"1"
"397",18,0,0,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,"0"
"398",161,1,0,0,156.1,114,26.54,180.3,63,15.33,179.6,115,9.03963888888889,11.1,9,3,2,"0"
"399",93,0,1,36,178.7,134,30.38,178.6,102,15.18,201.866098254162,82,5.71,8,4,2.16,2,"0"
"400",144,0,0,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,"0"
"401",95,0,0,0,175.2,91,29.78,244.4,109,20.77,201.866098254162,95,3.41,7.5,2,2.03,1,"0"
"402",100.896779200621,0,1,28,251.4,104,42.74,225.1,100.174979887369,19.13,251.9,121,11.34,7.5,5,2.77319131832797,1,"0"
"403",93,1,0,0,216.9,61,36.87,188.8,120,17.63,221.7,100.152015355086,9.98,10.2141082164329,5,2.77319131832797,1.56590370955012,"1"
"404",109,1,1,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,"0"
"405",80,0,0,0,206.3,97,35.07,154.9,90,13.17,263.6,82,11.86,12.4,4.480805777271,3.35,0,"0"
"406",41,0,0,0,105.7,66,27.08,125.9,75,10.7,261.9,76,11.79,11.1,4.480805777271,3,1,"0"
"407",136,0,1,31,154.6,88,24.33,236.6,65,20.11,227.8,120,10.25,11.4,5,3.08,2,"0"
"408",143,0,1,24,186.6,69,31.72,222,116,18.87,234.9,138,10.57,11.6,5,3.13,1.56590370955012,"0"
"409",118,0,1,26,170.8,114,29.04,199.5,97,16.96,201.866098254162,98,7.64,9.6,5,2.59,1.56590370955012,"1"
"410",193,0,1,17,124,102,21.08,202.9,100.174979887369,17.25,205.1,129,9.03963888888889,12.3,3,3.32,1,"0"
"411",66,0,0,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4,3,"0"
"412",62,0,0,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,"0"
"413",30,0,1,30,217.4,74,36.96,213.8,86,18.17,201.866098254162,104,10.22,6.6,3,1.78,0,"0"
"414",60,1,1,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14,4.480805777271,3.78,0,"1"
"415",148,0,1,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,10.2141082164329,5,2.77319131832797,1,"0"
"416",96,0,0,14,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2,"0"
"417",87,0,0,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,10.2141082164329,3,3.48,1,"0"
"418",41,0,0,0,202.9,97,34.49,153.8,104,17.0312157809984,113.5,92,5.11,9,3,2.43,3,"0"
"419",112,0,0,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,"0"
"420",88,0,0,0,73.3,86,12.46,161.4,82,13.72,201.866098254162,89,10.78,8.2,4.480805777271,2.21,1.56590370955012,"1"
"421",122,0,1,27,253.7,84,43.13,129.4,109,19.48,190.5,123,8.57,10.2141082164329,5,2.48,1.56590370955012,"0"
"422",61,0,0,0,236.6,108,7.65,151.3,104,12.86,152.9,94,6.88,9.8,6,2.65,2,"0"
"423",176,0,0,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,"0"
"424",30,0,0,0,227.4,88,38.66,200.355623332063,100,15.51,191.7,134,8.63,12.5,3,3.38,0,"0"
"425",46,0,0,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,"0"
"426",100,1,0,0,68.5,110,11.65,200.355623332063,115,17.0312157809984,205.2,99,9.23,12.1,9,2.77319131832797,0,"0"
"427",47,0,1,37,163.5,77,27.8,203.1,102,17.26,232,87,10.44,7.8,4,2.11,2,"0"
"428",77,0,0,0,163,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,2.77319131832797,2,"0"
"429",98,0,1,38,213.7,61,36.33,155,104,21.51,207.7,73,9.35,10.7,5,2.89,2,"0"
"430",100.896779200621,0,1,36,201.3,117,34.22,200.355623332063,78,17.0312157809984,125.7,104,5.66,5.4,3,1.46,1,"0"
"431",194,0,0,0,179.567454268293,101,8.23,281.1,138,23.89,218.5,87,9.83,10.2141082164329,4,2.77319131832797,1,"0"
"432",128,0,1,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,10.2141082164329,6,3.78,1,"0"
"433",190,0,1,22,166.5,93,28.31,183,92,15.56,121,102,9.03963888888889,8.5,3,2.3,0,"0"
"434",59,0,0,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,10.2141082164329,3,2.67,2,"0"
"435",47,0,1,28,141.3,94,24.02,168,108,14.28,113.5,84,5.11,7.8,2,2.11,1,"0"
"436",152,1,1,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,1.56590370955012,"1"
"437",95,0,1,27,179.567454268293,106,22.02,248.9,90,21.16,268,115,12.06,10.2141082164329,3,3.21,1,"0"
"438",53,0,1,31,100.1,54,17.02,246.3,97,20.94,255,131,11.48,5.9,3,1.59,0,"0"
"439",121,0,1,31,237.1,63,40.31,205.6,117,17.48,201.866098254162,85,8.85,10.1,5,2.73,1.56590370955012,"0"
"440",111,0,0,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,1.56590370955012,"1"
"441",44,0,0,0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3,"1"
"442",61,1,0,0,78.2,97,13.29,195.9,149,16.65,108,100,4.86,10.1,6,2.73,2,"0"
"443",65,0,0,0,148.7,80,25.28,259,94,18.37,149.5,107,6.73,12.7,6,3.43,2,"0"
"444",74,0,1,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,"0"
"445",123,0,0,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.18,12,4,3.24,0,"0"
"446",58,0,1,20,194.5,110,33.07,213.7,68,18.16,236.6,92,10.65,9.5,2,2.57,1,"0"
"447",74,0,0,8.07234042553191,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,"1"
"448",125,0,0,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.5,6,2.08,2,"0"
"449",53,0,1,18,146.8,107,24.96,310,84,26.35,178.7,130,9.03963888888889,7.2,7,1.94,0,"0"
"450",99,0,1,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,"0"
"451",99,0,0,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,"0"
"452",66,0,1,29,229.4,104,39,257.4,84,21.88,231.5,119,10.42,8,1,2.16,2,"0"
"453",97,0,0,0,211,76,35.87,189,100,16.07,123,102,9.03963888888889,4.7,4,1.27,3,"0"
"454",85,1,0,0,216,73,36.72,188.2,117,16,147.1,98,6.62,10.2141082164329,7,2.77319131832797,2,"0"
"455",108,0,0,0,293,88,49.81,160.6,100.174979887369,13.65,143.9,87,6.48,10,6,2.77319131832797,2,"0"
"456",133,1,1,32,221.1,137,37.59,264.9,99,22.52,168.9,100.152015355086,7.6,15.4,4,4.16,2,"1"
"457",51,0,0,25,181.5,100.082348455966,30.86,196.9,100.174979887369,10.25,187.2,119,8.42,10.3,2,2.78,1,"0"
"458",186,0,1,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,"0"
